date,open,high,low,close,volume
2025-01-01 01:00:00,93576.0,95151.15,92888.0,94591.79,10373.32613
2025-01-02 01:00:00,94591.78,97839.5,94392.0,96984.79,21970.48948
2025-01-03 01:00:00,96984.79,98976.91,96100.01,98174.18,15253.82936
2025-01-04 01:00:00,98174.17,98778.43,97514.79,98220.5,8990.05651
2025-01-05 01:00:00,98220.51,98836.85,97276.79,98363.61,8095.63723
2025-01-06 01:00:00,98363.61,102480.0,97920.0,102235.6,25263.43375
2025-01-07 01:00:00,102235.6,102724.38,96181.81,96954.61,32059.87537
2025-01-08 01:00:00,96954.6,97268.65,92500.9,95060.61,33704.67894
2025-01-09 01:00:00,95060.61,95382.32,91203.67,92552.49,34544.83685
2025-01-10 01:00:00,92552.49,95836.0,92206.02,94726.11,31482.86424
2025-01-11 01:00:00,94726.1,95050.94,93831.73,94599.99,7047.9043
2025-01-12 01:00:00,94599.99,95450.1,93711.19,94545.06,8606.86622
2025-01-13 01:00:00,94545.07,95940.0,89256.69,94536.1,42619.56423
2025-01-14 01:00:00,94536.11,97371.0,94346.22,96560.86,27846.61753
2025-01-15 01:00:00,96560.85,100681.94,96500.0,100497.35,30509.99179
2025-01-16 01:00:00,100497.35,100866.66,97335.13,99987.3,27832.85317
2025-01-17 01:00:00,99987.3,105865.22,99950.77,104077.48,39171.85292
2025-01-18 01:00:00,104077.47,104988.88,102277.55,104556.23,24307.82998
2025-01-19 01:00:00,104556.23,106422.43,99651.6,101331.57,43397.28298
2025-01-20 01:00:00,101331.57,109588.0,99550.0,102260.01,89529.231732
2025-01-21 01:00:00,102260.0,107240.81,100119.04,106143.82,45941.02002
2025-01-22 01:00:00,106143.82,106394.46,103339.12,103706.66,22248.69254
2025-01-23 01:00:00,103706.66,106850.0,101262.28,103910.34,53953.12031
2025-01-24 01:00:00,103910.35,107120.0,102750.0,104870.5,23609.24017
2025-01-25 01:00:00,104870.51,105286.52,104106.09,104746.85,9068.32377
2025-01-26 01:00:00,104746.86,105500.0,102520.44,102620.0,9812.51238
2025-01-27 01:00:00,102620.01,103260.0,97777.77,102082.83,50758.1341
2025-01-28 01:00:00,102082.83,103800.0,100272.68,101335.52,22022.05765
2025-01-29 01:00:00,101335.52,104782.68,101328.01,103733.24,23155.35802
2025-01-30 01:00:00,103733.25,106457.44,103278.54,104722.94,19374.07472
2025-01-31 01:00:00,104722.94,106012.0,101560.0,102429.56,21983.18193
2025-02-01 01:00:00,102429.56,102783.71,100279.51,100635.65,12290.95747
2025-02-02 01:00:00,100635.66,101456.6,96150.0,97700.59,34619.49939
2025-02-03 01:00:00,97700.59,102500.01,91231.0,101328.52,75164.7385
2025-02-04 01:00:00,101328.51,101732.31,96150.0,97763.13,40267.98697
2025-02-05 01:00:00,97763.14,99149.0,96155.0,96612.43,26233.30444
2025-02-06 01:00:00,96612.44,99120.0,95676.64,96554.35,23515.20405
2025-02-07 01:00:00,96554.35,100137.99,95620.34,96506.8,31794.22065
2025-02-08 01:00:00,96506.8,96880.0,95688.0,96444.74,10147.24294
2025-02-09 01:00:00,96444.75,97323.09,94713.0,96462.75,14120.91613
2025-02-10 01:00:00,96462.75,98345.0,95256.0,97430.82,20572.87537
2025-02-11 01:00:00,97430.82,98478.42,94876.88,95778.2,18647.76379
2025-02-12 01:00:00,95778.21,98119.99,94088.23,97869.99,29151.16625
2025-02-13 01:00:00,97870.0,98083.91,95217.36,96608.14,19921.77616
2025-02-14 01:00:00,96608.13,98826.0,96252.82,97500.48,18173.02646
2025-02-15 01:00:00,97500.47,97972.26,97223.58,97569.66,7349.37683
2025-02-16 01:00:00,97569.67,97704.47,96046.18,96118.12,8191.4249
2025-02-17 01:00:00,96118.12,97046.59,95205.0,95780.0,16492.0451
2025-02-18 01:00:00,95780.01,96753.91,93388.09,95671.74,23368.19471
2025-02-19 01:00:00,95671.74,96899.99,95029.99,96644.37,16438.74818
2025-02-20 01:00:00,96644.37,98711.36,96415.09,98305.0,17162.61424
2025-02-21 01:00:00,98305.01,99475.0,94871.95,96181.98,32458.98928
2025-02-22 01:00:00,96181.99,96980.0,95770.49,96551.01,11308.08603
2025-02-23 01:00:00,96551.01,96650.0,95227.94,96258.0,10915.05682
2025-02-24 01:00:00,96258.0,96500.0,91349.26,91552.88,31706.58623
2025-02-25 01:00:00,91552.88,92540.69,86888.1,89176.48,46877.86496
