date,open,high,low,close,volume
2021-01-01 01:00:00,0.0046716,0.005697,0.004601,0.00568,3019717963.0
2021-01-02 01:00:00,0.0056783,0.013988,0.005524,0.0105264,46333347255.0
2021-01-03 01:00:00,0.0105245,0.01405,0.0092693,0.0098209,29648808916.0
2021-01-04 01:00:00,0.0098188,0.0115198,0.0076,0.0097613,14328029441.0
2021-01-05 01:00:00,0.0097721,0.0102822,0.0088501,0.00997,5427135672.0
2021-01-06 01:00:00,0.0099771,0.011,0.0095521,0.01042,6108894506.0
2021-01-07 01:00:00,0.0104187,0.0105735,0.0087999,0.0097439,3523998014.0
2021-01-08 01:00:00,0.0097517,0.010318,0.0088047,0.00974,2971766597.0
2021-01-09 01:00:00,0.0097475,0.01079,0.0096486,0.0101789,3706408260.0
2021-01-10 01:00:00,0.010189,0.0109155,0.0089534,0.00982,3113405972.0
2021-01-11 01:00:00,0.0098162,0.0098455,0.0067094,0.0088326,5827520561.0
2021-01-12 01:00:00,0.0088104,0.0091394,0.0078217,0.0080807,2526092815.0
2021-01-13 01:00:00,0.0080806,0.0087,0.00777,0.0086738,1818357046.0
2021-01-14 01:00:00,0.008679,0.0101,0.0083105,0.0093907,4000190243.0
2021-01-15 01:00:00,0.0093931,0.0098443,0.0083123,0.0093525,3236586057.0
2021-01-16 01:00:00,0.0093568,0.0095675,0.0090727,0.0092374,1640096206.0
2021-01-17 01:00:00,0.0092374,0.0093957,0.008779,0.0090987,1438377582.0
2021-01-18 01:00:00,0.0090987,0.00932,0.008935,0.0091782,1156154741.0
2021-01-19 01:00:00,0.0091782,0.0096757,0.00896,0.0090428,1749440421.0
2021-01-20 01:00:00,0.0090428,0.009144,0.0085,0.0090487,1162054114.0
2021-01-21 01:00:00,0.0090589,0.0091,0.0080301,0.0081581,1258982248.0
2021-01-22 01:00:00,0.0081581,0.0087708,0.0075639,0.0085075,1152693965.0
2021-01-23 01:00:00,0.0085092,0.0088324,0.00835,0.0085779,718712164.0
2021-01-24 01:00:00,0.0085822,0.0089672,0.0085,0.0087135,901503263.0
2021-01-25 01:00:00,0.0087206,0.0089172,0.0081795,0.0083509,998144121.0
2021-01-26 01:00:00,0.0083341,0.0084615,0.0079523,0.0082472,719489035.0
2021-01-27 01:00:00,0.0082472,0.0082482,0.007257,0.0074124,1121405247.0
2021-01-28 01:00:00,0.0074104,0.0374849,0.007288,0.0364995,102989795103.0
2021-01-29 01:00:00,0.036442,0.0875,0.0313,0.0459059,109073693231.0
2021-01-30 01:00:00,0.0459059,0.0508804,0.0222001,0.02826,54559388569.0
2021-01-31 01:00:00,0.0282428,0.0494843,0.0267661,0.037,44577797729.0
2021-02-01 01:00:00,0.0369623,0.0438268,0.0328615,0.0348173,23868437622.0
2021-02-02 01:00:00,0.0348233,0.035294,0.02877,0.0313489,11550248752.0
2021-02-03 01:00:00,0.0313489,0.0397836,0.0307918,0.0372597,12960787222.0
2021-02-04 01:00:00,0.0372327,0.0598,0.0358367,0.0529081,48794379017.0
2021-02-05 01:00:00,0.0528149,0.05434,0.0431516,0.0467193,16560079172.0
2021-02-06 01:00:00,0.0467527,0.0588683,0.0444191,0.0576559,17252485844.0
2021-02-07 01:00:00,0.0576579,0.087297,0.0531446,0.0779247,38837846298.0
2021-02-08 01:00:00,0.0779851,0.0853555,0.0622214,0.0787,26384552849.0
2021-02-09 01:00:00,0.0787384,0.0838001,0.063,0.0700121,14602698981.0
2021-02-10 01:00:00,0.0700122,0.0816496,0.066,0.0725527,14156312430.0
2021-02-11 01:00:00,0.0725523,0.0755622,0.068,0.069583,6327153991.0
2021-02-12 01:00:00,0.0695853,0.07298,0.0608,0.0697675,7517732599.0
2021-02-13 01:00:00,0.069778,0.071709,0.0656,0.0662405,3844449349.0
2021-02-14 01:00:00,0.0662372,0.0664663,0.055558,0.0626783,8229158262.0
2021-02-15 01:00:00,0.0626878,0.0642,0.0474935,0.0565,11321001492.0
2021-02-16 01:00:00,0.0564643,0.0598452,0.0506003,0.053476,6643077510.0
2021-02-17 01:00:00,0.0535231,0.055109,0.0478,0.0495187,6168131231.0
2021-02-18 01:00:00,0.0494987,0.0645617,0.0489,0.0587991,13034098004.0
2021-02-19 01:00:00,0.0587991,0.059719,0.0536581,0.055033,6405564988.0
2021-02-20 01:00:00,0.055033,0.0607,0.051,0.0541708,7359009281.0
2021-02-21 01:00:00,0.0541567,0.06,0.05325,0.0560183,5548376495.0
2021-02-22 01:00:00,0.0559921,0.0608037,0.0461003,0.0535557,8420498923.0
2021-02-23 01:00:00,0.0536093,0.0538776,0.0413332,0.0476562,5958874372.0
2021-02-24 01:00:00,0.047692,0.060586,0.0459034,0.0567911,11172353520.0
2021-02-25 01:00:00,0.0567907,0.0581,0.0495002,0.0499138,4913047375.0
2021-02-26 01:00:00,0.0499157,0.0526032,0.0484,0.0504768,3147923785.0
2021-02-27 01:00:00,0.0504727,0.0521,0.0491,0.0500725,2268877377.0
2021-02-28 01:00:00,0.0500705,0.0502426,0.0446561,0.0481582,2384823456.0
2021-03-01 01:00:00,0.0481447,0.052505,0.0478589,0.0505933,2752580452.0
2021-03-02 01:00:00,0.0505754,0.05249,0.0491004,0.050364,2378364146.0
2021-03-03 01:00:00,0.0504021,0.0521972,0.0499556,0.0504146,1841086026.0
2021-03-04 01:00:00,0.0504337,0.0511539,0.04765,0.0499865,1943532071.0
2021-03-05 01:00:00,0.0499866,0.051079,0.0479661,0.0495285,1714962753.0
2021-03-06 01:00:00,0.0495247,0.0525801,0.049084,0.0509588,2749264710.0
2021-03-07 01:00:00,0.0509242,0.0524716,0.0504286,0.0519871,1494562661.0
2021-03-08 01:00:00,0.0519481,0.063075,0.0515505,0.0629738,7572972187.0
2021-03-09 01:00:00,0.0629582,0.0630025,0.056,0.0579117,4412560062.0
2021-03-10 01:00:00,0.0579432,0.0587592,0.0545,0.0558692,2390746818.0
2021-03-11 01:00:00,0.0558831,0.05698,0.0542647,0.0559286,1647182774.0
2021-03-12 01:00:00,0.0559117,0.057,0.054051,0.0552731,1821925239.0
2021-03-13 01:00:00,0.0552769,0.063,0.0546635,0.0627892,3660176589.0
2021-03-14 01:00:00,0.0627887,0.0636789,0.05817,0.058221,5115194076.0
2021-03-15 01:00:00,0.058221,0.0597745,0.055,0.0569691,2409422648.0
2021-03-16 01:00:00,0.0570152,0.0591427,0.0552668,0.0586507,2003574159.0
2021-03-17 01:00:00,0.0586389,0.0589584,0.0565314,0.057892,1162146770.0
2021-03-18 01:00:00,0.0578925,0.0592896,0.0568896,0.0573485,1338098958.0
2021-03-19 01:00:00,0.0573629,0.0599,0.0563741,0.0582472,1691688848.0
2021-03-20 01:00:00,0.0582624,0.060625,0.05797,0.0588186,1939829246.0
2021-03-21 01:00:00,0.0588396,0.0595555,0.0567,0.0574781,1204263965.0
2021-03-22 01:00:00,0.0574888,0.0579777,0.0544234,0.054888,1270766976.0
2021-03-23 01:00:00,0.0548901,0.0561052,0.0525963,0.0533532,1437944729.0
2021-03-24 01:00:00,0.0534234,0.0567995,0.05075,0.0514996,1666398121.0
2021-03-25 01:00:00,0.0514996,0.0524498,0.0495798,0.051266,1665397693.0
2021-03-26 01:00:00,0.051266,0.054038,0.051232,0.053931,873797527.0
2021-03-27 01:00:00,0.0539203,0.05545,0.053386,0.054436,1176365221.0
2021-03-28 01:00:00,0.054422,0.0549,0.0529496,0.0536656,675382127.0
2021-03-29 02:00:00,0.0536634,0.0547123,0.053202,0.054124,977387405.0
2021-03-30 02:00:00,0.054124,0.0556267,0.053328,0.0540003,1399307591.0
2021-03-31 02:00:00,0.0540014,0.0545,0.0513424,0.0537699,1085164149.0
2021-04-01 02:00:00,0.0537835,0.07135,0.0534999,0.062151,15196782736.0
2021-04-02 02:00:00,0.0621509,0.062905,0.0572,0.0575849,3415466916.0
2021-04-03 02:00:00,0.0575887,0.0595516,0.0555,0.0555113,2066362739.0
2021-04-04 02:00:00,0.0555,0.0582181,0.0550864,0.0573943,1563798693.0
2021-04-05 02:00:00,0.0573806,0.0607069,0.0562315,0.0599992,2638868932.0
2021-04-06 02:00:00,0.0599779,0.066,0.0579904,0.0644047,4762148739.0
2021-04-07 02:00:00,0.0644047,0.06744,0.0571267,0.0587769,4840051853.0
2021-04-08 02:00:00,0.058777,0.062324,0.0586319,0.0617838,1745571706.0
2021-04-09 02:00:00,0.0617837,0.0642733,0.0604712,0.0615878,2149603024.0
2021-04-10 02:00:00,0.0616103,0.0657518,0.0609445,0.0637167,2780510108.0
2021-04-11 02:00:00,0.0637167,0.08,0.0633959,0.07433,14967931146.0
2021-04-12 02:00:00,0.0743335,0.0754791,0.0685,0.0707343,4300356226.0
2021-04-13 02:00:00,0.0707001,0.0962255,0.0706409,0.094402,13605840277.0
2021-04-14 02:00:00,0.0944011,0.1453955,0.092118,0.1214329,36680989724.0
2021-04-15 02:00:00,0.1214319,0.1918922,0.1197878,0.1823599,24615971220.0
2021-04-16 02:00:00,0.1825003,0.45,0.1791,0.3654434,57510545356.0
2021-04-17 02:00:00,0.3653855,0.38125,0.231,0.2822532,24857057931.0
2021-04-18 02:00:00,0.2824945,0.351,0.2397,0.3223299,18379866877.0
2021-04-19 02:00:00,0.3225953,0.435546,0.308,0.408903,20873394140.0
2021-04-20 02:00:00,0.4088997,0.4246216,0.27,0.3173205,20969142688.0
2021-04-21 02:00:00,0.3173205,0.347661,0.2960052,0.3058251,9460395395.0
2021-04-22 02:00:00,0.3058074,0.3093988,0.253,0.2606615,11176311081.0
2021-04-23 02:00:00,0.2606616,0.2695,0.1597278,0.2498155,16319564730.0
2021-04-24 02:00:00,0.2499997,0.28999,0.2278,0.27,10626242110.0
2021-04-25 02:00:00,0.2700802,0.289296,0.224,0.25159,5726007353.400007
2021-04-26 02:00:00,0.25159,0.28077,0.247,0.27161,4881379028.599999
2021-04-27 02:00:00,0.27161,0.27994,0.2644,0.27232,3367212939.4
2021-04-28 02:00:00,0.27227,0.348,0.25511,0.32311,13418044375.099983
2021-04-29 02:00:00,0.32321,0.32604,0.2955,0.30479,4149329330.7999964
2021-04-30 02:00:00,0.30479,0.34,0.30213,0.33746,4042637011.8000016
2021-05-01 02:00:00,0.33746,0.3975,0.32756,0.39087,7062340392.199996
2021-05-02 02:00:00,0.39086,0.39999,0.362,0.37397,5092764030.099997
2021-05-03 02:00:00,0.37459,0.4479,0.37386,0.44142,6428014853.900001
2021-05-04 02:00:00,0.44142,0.61186,0.3979,0.53854,21282557921.89998
2021-05-05 02:00:00,0.53854,0.69663,0.51668,0.654,19076895175.69999
2021-05-06 02:00:00,0.654,0.665,0.54,0.58106,8546432048.699998
2021-05-07 02:00:00,0.58099,0.733,0.51717,0.68982,12586268621.300009
2021-05-08 02:00:00,0.68982,0.73995,0.6,0.63708,11387955620.799992
2021-05-09 02:00:00,0.63708,0.70009,0.416,0.57063,26072068895.99998
2021-05-10 02:00:00,0.57082,0.5726,0.41844,0.45074,9677354634.400005
2021-05-11 02:00:00,0.4505,0.5485,0.4429,0.49326,7553577270.200005
2021-05-12 02:00:00,0.49353,0.522,0.38203,0.3916,5372061299.599997
2021-05-13 02:00:00,0.39142,0.52,0.3516,0.48945,10449387293.899992
