date,open,high,low,close,volume
2025-01-01 01:00:00,3337.78,3374.85,3313.88,3360.38,190238.5861
2025-01-02 01:00:00,3360.39,3509.99,3354.5,3455.67,338632.8874
2025-01-03 01:00:00,3455.68,3630.0,3423.44,3609.01,334041.0604
2025-01-04 01:00:00,3609.0,3671.6,3572.42,3656.88,229266.3133
2025-01-05 01:00:00,3656.88,3675.25,3593.7,3635.99,155444.1741
2025-01-06 01:00:00,3636.0,3744.83,3610.63,3687.45,329642.3648
2025-01-07 01:00:00,3687.44,3700.86,3356.31,3381.31,541543.2874
2025-01-08 01:00:00,3381.31,3415.1,3208.2,3327.29,584749.9627
2025-01-09 01:00:00,3327.29,3357.27,3158.0,3219.2,501818.4247
2025-01-10 01:00:00,3219.2,3322.49,3193.97,3267.04,454142.1333
2025-01-11 01:00:00,3267.05,3320.18,3217.56,3282.83,151679.7487
2025-01-12 01:00:00,3282.83,3300.0,3224.49,3267.3,164879.9709
2025-01-13 01:00:00,3267.3,3339.0,2920.0,3137.51,845907.5669
2025-01-14 01:00:00,3137.51,3256.67,3125.65,3225.63,374308.4517
2025-01-15 01:00:00,3225.63,3473.75,3186.36,3451.52,464188.034
2025-01-16 01:00:00,3451.51,3460.79,3265.44,3308.05,471282.6787
2025-01-17 01:00:00,3308.04,3525.72,3307.5,3473.63,518550.1813
2025-01-18 01:00:00,3473.64,3494.39,3227.0,3307.71,634197.1281
2025-01-19 01:00:00,3307.71,3448.99,3130.48,3215.12,1342301.5217
2025-01-20 01:00:00,3215.2,3453.69,3142.78,3284.0,1158354.7814
2025-01-21 01:00:00,3283.99,3368.0,3204.6,3327.54,548706.0513
2025-01-22 01:00:00,3327.55,3365.99,3222.85,3242.6,349240.7498
2025-01-23 01:00:00,3242.61,3347.97,3185.0,3338.21,605592.7225
2025-01-24 01:00:00,3338.22,3428.0,3275.9,3310.09,451524.2752
2025-01-25 01:00:00,3310.1,3350.68,3268.66,3318.77,208559.0415
2025-01-26 01:00:00,3318.76,3362.0,3230.0,3232.61,272165.469
2025-01-27 01:00:00,3232.61,3253.91,3020.01,3182.44,753004.7529
2025-01-28 01:00:00,3182.44,3223.01,3040.03,3077.72,350959.7173
2025-01-29 01:00:00,3077.72,3182.52,3054.06,3113.9,409737.2576
2025-01-30 01:00:00,3113.9,3283.43,3091.06,3247.39,350639.4823
2025-01-31 01:00:00,3247.38,3437.31,3213.8,3300.99,648681.6561
2025-02-01 01:00:00,3300.99,3331.98,3101.7,3117.54,354065.2525
2025-02-02 01:00:00,3117.54,3163.2,2750.71,2869.68,1050805.93
2025-02-03 01:00:00,2869.68,2921.0,2125.01,2879.9,2807979.021
2025-02-04 01:00:00,2879.89,2888.5,2632.6,2731.19,1259594.3919
2025-02-05 01:00:00,2731.19,2826.95,2699.13,2788.25,686593.0429
2025-02-06 01:00:00,2788.25,2857.64,2655.28,2686.64,719459.9571
2025-02-07 01:00:00,2686.63,2797.5,2562.51,2622.1,695467.3612
2025-02-08 01:00:00,2622.11,2667.3,2588.8,2632.46,379685.1509
2025-02-09 01:00:00,2632.46,2698.9,2520.02,2627.18,387168.5535
2025-02-10 01:00:00,2627.18,2693.79,2559.85,2661.19,399464.4181
2025-02-11 01:00:00,2661.19,2725.04,2558.24,2602.59,485726.1367
2025-02-12 01:00:00,2602.59,2683.65,2546.92,2675.39,510057.3759
